# session_id,valid|invalid,reason
M1_01048,valid,normal LOGIN->VIEW->LOGOUT session
M1_01049,invalid,missing LOGOUT
M1_01050,valid,normal LOGIN->VIEW->LOGOUT session
M1_01051,valid,normal LOGIN->VIEW->LOGOUT session
M1_01052,valid,normal LOGIN->VIEW->LOGOUT session
M1_01053,valid,normal LOGIN->VIEW->LOGOUT session
M1_01054,valid,normal LOGIN->VIEW->LOGOUT session
M1_01055,valid,normal LOGIN->VIEW->LOGOUT session
M1_01056,valid,normal LOGIN->VIEW->LOGOUT session
M1_01057,valid,normal LOGIN->VIEW->LOGOUT session
M1_01058,valid,normal LOGIN->VIEW->LOGOUT session
M1_01059,valid,normal LOGIN->VIEW->LOGOUT session
M1_01060,valid,normal LOGIN->VIEW->LOGOUT session
M1_01061,valid,normal LOGIN->VIEW->LOGOUT session
M1_01062,valid,normal LOGIN->VIEW->LOGOUT session
M1_01063,invalid,missing LOGOUT
M1_01064,invalid,missing LOGIN
M1_01065,valid,normal LOGIN->VIEW->LOGOUT session
M1_01066,valid,normal LOGIN->VIEW->LOGOUT session
M1_01067,valid,normal LOGIN->VIEW->LOGOUT session
M1_01068,valid,normal LOGIN->VIEW->LOGOUT session
M1_01069,invalid,missing LOGIN
M1_01070,valid,normal LOGIN->VIEW->LOGOUT session
M1_01071,valid,normal LOGIN->VIEW->LOGOUT session
M1_01072,invalid,action after LOGOUT
M1_01073,invalid,missing LOGOUT
M1_01074,valid,normal LOGIN->VIEW->LOGOUT session
M1_01075,valid,normal LOGIN->VIEW->LOGOUT session
M1_01076,invalid,missing LOGOUT
M1_01077,valid,normal LOGIN->VIEW->LOGOUT session
M1_01078,valid,normal LOGIN->VIEW->LOGOUT session
M1_01079,invalid,missing LOGIN
M1_01080,invalid,missing LOGOUT
M1_01081,valid,normal LOGIN->VIEW->LOGOUT session
M1_01082,valid,normal LOGIN->VIEW->LOGOUT session
M1_01083,valid,normal LOGIN->VIEW->LOGOUT session
M1_01084,invalid,missing LOGIN
M1_01085,invalid,action after LOGOUT
M1_01086,valid,normal LOGIN->VIEW->LOGOUT session
M1_01087,invalid,missing LOGOUT
M1_01088,valid,normal LOGIN->VIEW->LOGOUT session
M1_01089,invalid,action after LOGOUT
M1_01090,invalid,missing LOGOUT
M1_01091,valid,normal LOGIN->VIEW->LOGOUT session
M1_01092,valid,normal LOGIN->VIEW->LOGOUT session
M1_01093,invalid,action after LOGOUT
M1_01094,valid,normal LOGIN->VIEW->LOGOUT session
M1_01095,invalid,missing LOGIN
M1_01096,valid,normal LOGIN->VIEW->LOGOUT session
M1_01097,valid,normal LOGIN->VIEW->LOGOUT session
M1_01098,invalid,missing LOGIN
M1_01099,valid,normal LOGIN->VIEW->LOGOUT session
M1_01100,valid,normal LOGIN->VIEW->LOGOUT session
M1_01101,valid,normal LOGIN->VIEW->LOGOUT session
M1_01102,invalid,missing LOGIN
M1_01103,valid,normal LOGIN->VIEW->LOGOUT session
M1_01104,valid,normal LOGIN->VIEW->LOGOUT session
M1_01105,invalid,action after LOGOUT
M1_01106,invalid,action after LOGOUT
M1_01107,invalid,action after LOGOUT
M1_01108,invalid,missing LOGIN
M1_01109,valid,normal LOGIN->VIEW->LOGOUT session
M1_01110,valid,normal LOGIN->VIEW->LOGOUT session
M1_01111,valid,normal LOGIN->VIEW->LOGOUT session
M1_01112,invalid,missing LOGIN
M1_01113,invalid,missing LOGOUT
M1_01114,valid,normal LOGIN->VIEW->LOGOUT session
M1_01115,valid,normal LOGIN->VIEW->LOGOUT session
M1_01116,invalid,action after LOGOUT
M1_01117,invalid,action after LOGOUT
M1_01118,valid,normal LOGIN->VIEW->LOGOUT session
M1_01119,valid,normal LOGIN->VIEW->LOGOUT session
M1_01120,valid,normal LOGIN->VIEW->LOGOUT session
M1_01121,valid,normal LOGIN->VIEW->LOGOUT session
M1_01122,valid,normal LOGIN->VIEW->LOGOUT session
M1_01123,valid,normal LOGIN->VIEW->LOGOUT session
M1_01124,valid,normal LOGIN->VIEW->LOGOUT session
M1_01125,invalid,missing LOGOUT
M1_01126,valid,normal LOGIN->VIEW->LOGOUT session
M1_01127,valid,normal LOGIN->VIEW->LOGOUT session
M1_01128,invalid,missing LOGOUT
M1_01129,invalid,missing LOGOUT
M1_01130,valid,normal LOGIN->VIEW->LOGOUT session
M1_01131,valid,normal LOGIN->VIEW->LOGOUT session
M1_01132,valid,normal LOGIN->VIEW->LOGOUT session
M1_01133,invalid,action after LOGOUT
M1_01134,invalid,action after LOGOUT
M1_01135,valid,normal LOGIN->VIEW->LOGOUT session
M1_01136,valid,normal LOGIN->VIEW->LOGOUT session
M1_01137,valid,normal LOGIN->VIEW->LOGOUT session
M1_01138,invalid,missing LOGOUT
M1_01139,valid,normal LOGIN->VIEW->LOGOUT session
M1_01140,valid,normal LOGIN->VIEW->LOGOUT session
M1_01141,valid,normal LOGIN->VIEW->LOGOUT session
M1_01142,invalid,missing LOGIN
M1_01143,valid,normal LOGIN->VIEW->LOGOUT session
M1_01144,valid,normal LOGIN->VIEW->LOGOUT session
M1_01145,valid,normal LOGIN->VIEW->LOGOUT session
M1_01146,invalid,action after LOGOUT
M1_01147,invalid,missing LOGIN
M1_01148,invalid,missing LOGOUT
M1_01149,valid,normal LOGIN->VIEW->LOGOUT session
M1_01150,invalid,action after LOGOUT
M1_01151,valid,normal LOGIN->VIEW->LOGOUT session
M1_01152,invalid,missing LOGOUT
M1_01153,invalid,missing LOGIN
M1_01154,invalid,action after LOGOUT
M1_01155,valid,normal LOGIN->VIEW->LOGOUT session
M1_01156,valid,normal LOGIN->VIEW->LOGOUT session
M1_01157,invalid,missing LOGIN
M1_01158,invalid,missing LOGIN
M1_01159,valid,normal LOGIN->VIEW->LOGOUT session
M1_01160,valid,normal LOGIN->VIEW->LOGOUT session
M1_01161,valid,normal LOGIN->VIEW->LOGOUT session
M1_01162,valid,normal LOGIN->VIEW->LOGOUT session
M1_01163,valid,normal LOGIN->VIEW->LOGOUT session
M1_01164,invalid,missing LOGOUT
M1_01165,valid,normal LOGIN->VIEW->LOGOUT session
M1_01166,valid,normal LOGIN->VIEW->LOGOUT session
M1_01167,invalid,missing LOGIN
M1_01168,invalid,missing LOGOUT
M1_01169,valid,normal LOGIN->VIEW->LOGOUT session
M1_01170,invalid,missing LOGOUT
M1_01171,valid,normal LOGIN->VIEW->LOGOUT session
M1_01172,invalid,missing LOGOUT
M1_01173,valid,normal LOGIN->VIEW->LOGOUT session
M1_01174,invalid,missing LOGOUT
M1_01175,invalid,missing LOGIN
M1_01176,valid,normal LOGIN->VIEW->LOGOUT session
M1_01177,invalid,missing LOGIN
M1_01178,valid,normal LOGIN->VIEW->LOGOUT session
M1_01179,valid,normal LOGIN->VIEW->LOGOUT session
M1_01180,invalid,action after LOGOUT
M1_01181,valid,normal LOGIN->VIEW->LOGOUT session
M1_01182,valid,normal LOGIN->VIEW->LOGOUT session
M1_01183,valid,normal LOGIN->VIEW->LOGOUT session
M1_01184,invalid,missing LOGIN
M1_01185,invalid,missing LOGOUT
M1_01186,invalid,missing LOGOUT
M1_01187,invalid,action after LOGOUT
M1_01188,invalid,missing LOGOUT
M1_01189,valid,normal LOGIN->VIEW->LOGOUT session
M1_01190,valid,normal LOGIN->VIEW->LOGOUT session
M1_01191,invalid,missing LOGIN
M1_01192,valid,normal LOGIN->VIEW->LOGOUT session
M1_01193,valid,normal LOGIN->VIEW->LOGOUT session
M1_01194,valid,normal LOGIN->VIEW->LOGOUT session
M1_01195,invalid,missing LOGOUT
M1_01196,valid,normal LOGIN->VIEW->LOGOUT session
M1_01197,valid,normal LOGIN->VIEW->LOGOUT session
M1_01198,invalid,missing LOGIN
M1_01199,valid,normal LOGIN->VIEW->LOGOUT session
M1_01200,invalid,missing LOGOUT
M1_01201,invalid,missing LOGIN
M1_01202,valid,normal LOGIN->VIEW->LOGOUT session
M1_01203,valid,normal LOGIN->VIEW->LOGOUT session
M1_01204,valid,normal LOGIN->VIEW->LOGOUT session
M1_01205,valid,normal LOGIN->VIEW->LOGOUT session
M1_01206,invalid,missing LOGIN
M1_01207,invalid,action after LOGOUT
M1_01208,valid,normal LOGIN->VIEW->LOGOUT session
M1_01209,invalid,missing LOGOUT
M1_01210,valid,normal LOGIN->VIEW->LOGOUT session
M1_01211,invalid,missing LOGOUT
M1_01212,invalid,action after LOGOUT
M1_01213,valid,normal LOGIN->VIEW->LOGOUT session
M1_01214,valid,normal LOGIN->VIEW->LOGOUT session
M1_01215,valid,normal LOGIN->VIEW->LOGOUT session
M1_01216,invalid,action after LOGOUT
M1_01217,invalid,missing LOGIN
M1_01218,valid,normal LOGIN->VIEW->LOGOUT session
M1_01219,valid,normal LOGIN->VIEW->LOGOUT session
M1_01220,valid,normal LOGIN->VIEW->LOGOUT session
M1_01221,valid,normal LOGIN->VIEW->LOGOUT session
M1_01222,valid,normal LOGIN->VIEW->LOGOUT session
M1_01223,invalid,action after LOGOUT
M1_01224,invalid,missing LOGOUT
M1_01225,valid,normal LOGIN->VIEW->LOGOUT session
M1_01226,valid,normal LOGIN->VIEW->LOGOUT session
M1_01227,invalid,action after LOGOUT
M1_01228,valid,normal LOGIN->VIEW->LOGOUT session
M1_01229,valid,normal LOGIN->VIEW->LOGOUT session
M1_01230,invalid,action after LOGOUT
M1_01231,valid,normal LOGIN->VIEW->LOGOUT session
M1_01232,valid,normal LOGIN->VIEW->LOGOUT session
M1_01233,valid,normal LOGIN->VIEW->LOGOUT session
M1_01234,valid,normal LOGIN->VIEW->LOGOUT session
M1_01235,valid,normal LOGIN->VIEW->LOGOUT session
M1_01236,valid,normal LOGIN->VIEW->LOGOUT session
M1_01237,valid,normal LOGIN->VIEW->LOGOUT session
M1_01238,valid,normal LOGIN->VIEW->LOGOUT session
M1_01239,valid,normal LOGIN->VIEW->LOGOUT session
M1_01240,valid,normal LOGIN->VIEW->LOGOUT session
M1_01241,valid,normal LOGIN->VIEW->LOGOUT session
M1_01242,valid,normal LOGIN->VIEW->LOGOUT session
M1_01243,valid,normal LOGIN->VIEW->LOGOUT session
M1_01244,invalid,missing LOGOUT
M1_01245,valid,normal LOGIN->VIEW->LOGOUT session
M1_01246,valid,normal LOGIN->VIEW->LOGOUT session
M1_01247,invalid,missing LOGIN
M1_01248,valid,normal LOGIN->VIEW->LOGOUT session
M1_01249,invalid,missing LOGIN
M1_01250,valid,normal LOGIN->VIEW->LOGOUT session
M1_01251,valid,normal LOGIN->VIEW->LOGOUT session
M1_01252,valid,normal LOGIN->VIEW->LOGOUT session
M1_01253,valid,normal LOGIN->VIEW->LOGOUT session
M1_01254,valid,normal LOGIN->VIEW->LOGOUT session
M1_01255,valid,normal LOGIN->VIEW->LOGOUT session
M1_01256,valid,normal LOGIN->VIEW->LOGOUT session
M1_01257,invalid,action after LOGOUT
M1_01258,invalid,missing LOGOUT
M1_01259,invalid,action after LOGOUT
M1_01260,valid,normal LOGIN->VIEW->LOGOUT session
M1_01261,valid,normal LOGIN->VIEW->LOGOUT session
M1_01262,valid,normal LOGIN->VIEW->LOGOUT session
M1_01263,invalid,action after LOGOUT
M1_01264,valid,normal LOGIN->VIEW->LOGOUT session
M1_01265,valid,normal LOGIN->VIEW->LOGOUT session
M1_01266,invalid,action after LOGOUT
M1_01267,valid,normal LOGIN->VIEW->LOGOUT session
M1_01268,valid,normal LOGIN->VIEW->LOGOUT session
M1_01269,valid,normal LOGIN->VIEW->LOGOUT session
M1_01270,valid,normal LOGIN->VIEW->LOGOUT session
M1_01271,valid,normal LOGIN->VIEW->LOGOUT session
M1_01272,invalid,missing LOGOUT
M1_01273,valid,normal LOGIN->VIEW->LOGOUT session
M1_01274,valid,normal LOGIN->VIEW->LOGOUT session
M1_01275,valid,normal LOGIN->VIEW->LOGOUT session
M1_01276,valid,normal LOGIN->VIEW->LOGOUT session
M1_01277,valid,normal LOGIN->VIEW->LOGOUT session
M1_01278,invalid,action after LOGOUT
M1_01279,invalid,missing LOGIN
M1_01280,invalid,missing LOGOUT
M1_01281,valid,normal LOGIN->VIEW->LOGOUT session
M1_01282,invalid,missing LOGOUT
M1_01283,valid,normal LOGIN->VIEW->LOGOUT session
M1_01284,invalid,action after LOGOUT
M1_01285,valid,normal LOGIN->VIEW->LOGOUT session
M1_01286,valid,normal LOGIN->VIEW->LOGOUT session
M1_01287,valid,normal LOGIN->VIEW->LOGOUT session
M1_01288,invalid,missing LOGOUT
M1_01289,valid,normal LOGIN->VIEW->LOGOUT session
M1_01290,valid,normal LOGIN->VIEW->LOGOUT session
M1_01291,valid,normal LOGIN->VIEW->LOGOUT session
M1_01292,valid,normal LOGIN->VIEW->LOGOUT session
M1_01293,valid,normal LOGIN->VIEW->LOGOUT session
M1_01294,valid,normal LOGIN->VIEW->LOGOUT session
M1_01295,valid,normal LOGIN->VIEW->LOGOUT session
M1_01296,valid,normal LOGIN->VIEW->LOGOUT session
M1_01297,invalid,action after LOGOUT
M1_01298,valid,normal LOGIN->VIEW->LOGOUT session
M1_01299,invalid,action after LOGOUT
M1_01300,valid,normal LOGIN->VIEW->LOGOUT session
M1_01301,valid,normal LOGIN->VIEW->LOGOUT session
M1_01302,valid,normal LOGIN->VIEW->LOGOUT session
M1_01303,valid,normal LOGIN->VIEW->LOGOUT session
M1_01304,valid,normal LOGIN->VIEW->LOGOUT session
M1_01305,valid,normal LOGIN->VIEW->LOGOUT session
M1_01306,valid,normal LOGIN->VIEW->LOGOUT session
M1_01307,invalid,missing LOGIN
M1_01308,valid,normal LOGIN->VIEW->LOGOUT session
M1_01309,valid,normal LOGIN->VIEW->LOGOUT session
M1_01310,invalid,action after LOGOUT
M1_01311,valid,normal LOGIN->VIEW->LOGOUT session
M1_01312,invalid,missing LOGOUT
M1_01313,invalid,missing LOGIN
M1_01314,valid,normal LOGIN->VIEW->LOGOUT session
M1_01315,valid,normal LOGIN->VIEW->LOGOUT session
M1_01316,valid,normal LOGIN->VIEW->LOGOUT session
M1_01317,valid,normal LOGIN->VIEW->LOGOUT session
M1_01318,valid,normal LOGIN->VIEW->LOGOUT session
M1_01319,invalid,missing LOGIN
M1_01320,valid,normal LOGIN->VIEW->LOGOUT session
M1_01321,invalid,action after LOGOUT
M1_01322,valid,normal LOGIN->VIEW->LOGOUT session
M1_01323,valid,normal LOGIN->VIEW->LOGOUT session
M1_01324,invalid,missing LOGIN
M1_01325,invalid,action after LOGOUT
M1_01326,valid,normal LOGIN->VIEW->LOGOUT session
M1_01327,valid,normal LOGIN->VIEW->LOGOUT session
M1_01328,valid,normal LOGIN->VIEW->LOGOUT session
M1_01329,valid,normal LOGIN->VIEW->LOGOUT session
M1_01330,invalid,missing LOGOUT
M1_01331,valid,normal LOGIN->VIEW->LOGOUT session
M1_01332,valid,normal LOGIN->VIEW->LOGOUT session
M1_01333,valid,normal LOGIN->VIEW->LOGOUT session
M1_01334,valid,normal LOGIN->VIEW->LOGOUT session
M1_01335,invalid,missing LOGOUT
M1_01336,invalid,missing LOGOUT
M1_01337,invalid,action after LOGOUT
M1_01338,valid,normal LOGIN->VIEW->LOGOUT session
M1_01339,valid,normal LOGIN->VIEW->LOGOUT session
M1_01340,invalid,missing LOGIN
M1_01341,valid,normal LOGIN->VIEW->LOGOUT session
M1_01342,valid,normal LOGIN->VIEW->LOGOUT session
M1_01343,invalid,missing LOGIN
M1_01344,valid,normal LOGIN->VIEW->LOGOUT session
M1_01345,valid,normal LOGIN->VIEW->LOGOUT session
M1_01346,valid,normal LOGIN->VIEW->LOGOUT session
M1_01347,valid,normal LOGIN->VIEW->LOGOUT session
M1_01348,valid,normal LOGIN->VIEW->LOGOUT session
M1_01349,invalid,action after LOGOUT
M1_01350,valid,normal LOGIN->VIEW->LOGOUT session
M1_01351,valid,normal LOGIN->VIEW->LOGOUT session
M1_01352,invalid,missing LOGIN
M1_01353,valid,normal LOGIN->VIEW->LOGOUT session
M1_01354,valid,normal LOGIN->VIEW->LOGOUT session
M1_01355,valid,normal LOGIN->VIEW->LOGOUT session
M1_01356,valid,normal LOGIN->VIEW->LOGOUT session
M1_01357,invalid,missing LOGOUT
M1_01358,valid,normal LOGIN->VIEW->LOGOUT session
M1_01359,invalid,missing LOGIN
M1_01360,invalid,missing LOGIN
M1_01361,valid,normal LOGIN->VIEW->LOGOUT session
M1_01362,valid,normal LOGIN->VIEW->LOGOUT session
M1_01363,valid,normal LOGIN->VIEW->LOGOUT session
M1_01364,valid,normal LOGIN->VIEW->LOGOUT session
M1_01365,valid,normal LOGIN->VIEW->LOGOUT session
M1_01366,valid,normal LOGIN->VIEW->LOGOUT session
M1_01367,valid,normal LOGIN->VIEW->LOGOUT session
M1_01368,valid,normal LOGIN->VIEW->LOGOUT session
M1_01369,valid,normal LOGIN->VIEW->LOGOUT session
M1_01370,valid,normal LOGIN->VIEW->LOGOUT session
M1_01371,invalid,action after LOGOUT
M1_01372,valid,normal LOGIN->VIEW->LOGOUT session
M1_01373,valid,normal LOGIN->VIEW->LOGOUT session
M1_01374,valid,normal LOGIN->VIEW->LOGOUT session
M1_01375,invalid,action after LOGOUT
M1_01376,valid,normal LOGIN->VIEW->LOGOUT session
M1_01377,valid,normal LOGIN->VIEW->LOGOUT session
M1_01378,invalid,missing LOGIN
M1_01379,invalid,missing LOGOUT
M1_01380,valid,normal LOGIN->VIEW->LOGOUT session
M1_01381,valid,normal LOGIN->VIEW->LOGOUT session
M1_01382,valid,normal LOGIN->VIEW->LOGOUT session
M1_01383,invalid,action after LOGOUT
M1_01384,valid,normal LOGIN->VIEW->LOGOUT session
M1_01385,valid,normal LOGIN->VIEW->LOGOUT session
M1_01386,invalid,missing LOGOUT
M1_01387,invalid,missing LOGIN
M1_01388,valid,normal LOGIN->VIEW->LOGOUT session
M1_01389,invalid,missing LOGOUT
M1_01390,valid,normal LOGIN->VIEW->LOGOUT session
M1_01391,invalid,missing LOGOUT
M1_01392,valid,normal LOGIN->VIEW->LOGOUT session
M1_01393,valid,normal LOGIN->VIEW->LOGOUT session
M1_01394,valid,normal LOGIN->VIEW->LOGOUT session
M1_01395,valid,normal LOGIN->VIEW->LOGOUT session
M1_01396,invalid,missing LOGIN
M1_01397,valid,normal LOGIN->VIEW->LOGOUT session
M1_01398,valid,normal LOGIN->VIEW->LOGOUT session
M1_01399,valid,normal LOGIN->VIEW->LOGOUT session
M1_01400,valid,normal LOGIN->VIEW->LOGOUT session
M1_01401,valid,normal LOGIN->VIEW->LOGOUT session
M1_01402,valid,normal LOGIN->VIEW->LOGOUT session
M1_01403,valid,normal LOGIN->VIEW->LOGOUT session
M1_01404,valid,normal LOGIN->VIEW->LOGOUT session
M1_01405,valid,normal LOGIN->VIEW->LOGOUT session
M1_01406,valid,normal LOGIN->VIEW->LOGOUT session
M1_01407,invalid,action after LOGOUT
M1_01408,valid,normal LOGIN->VIEW->LOGOUT session
M1_01409,valid,normal LOGIN->VIEW->LOGOUT session
M1_01410,valid,normal LOGIN->VIEW->LOGOUT session
M1_01411,valid,normal LOGIN->VIEW->LOGOUT session
M1_01412,valid,normal LOGIN->VIEW->LOGOUT session
M1_01413,valid,normal LOGIN->VIEW->LOGOUT session
M1_01414,invalid,missing LOGIN
M1_01415,valid,normal LOGIN->VIEW->LOGOUT session
M1_01416,valid,normal LOGIN->VIEW->LOGOUT session
M1_01417,invalid,missing LOGOUT
M1_01418,valid,normal LOGIN->VIEW->LOGOUT session
M1_01419,valid,normal LOGIN->VIEW->LOGOUT session
M1_01420,valid,normal LOGIN->VIEW->LOGOUT session
M1_01421,valid,normal LOGIN->VIEW->LOGOUT session
M1_01422,invalid,action after LOGOUT
M1_01423,valid,normal LOGIN->VIEW->LOGOUT session
M1_01424,valid,normal LOGIN->VIEW->LOGOUT session
M1_01425,valid,normal LOGIN->VIEW->LOGOUT session
M1_01426,valid,normal LOGIN->VIEW->LOGOUT session
M1_01427,valid,normal LOGIN->VIEW->LOGOUT session
M1_01428,invalid,missing LOGOUT
M1_01429,valid,normal LOGIN->VIEW->LOGOUT session
M1_01430,valid,normal LOGIN->VIEW->LOGOUT session
M1_01431,valid,normal LOGIN->VIEW->LOGOUT session
M1_01432,valid,normal LOGIN->VIEW->LOGOUT session
M1_01433,valid,normal LOGIN->VIEW->LOGOUT session
M1_01434,invalid,missing LOGOUT
M1_01435,valid,normal LOGIN->VIEW->LOGOUT session
M1_01436,valid,normal LOGIN->VIEW->LOGOUT session
M1_01437,valid,normal LOGIN->VIEW->LOGOUT session
M1_01438,invalid,action after LOGOUT
M1_01439,invalid,action after LOGOUT
M1_01440,valid,normal LOGIN->VIEW->LOGOUT session
M1_01441,valid,normal LOGIN->VIEW->LOGOUT session
M1_01442,valid,normal LOGIN->VIEW->LOGOUT session
M1_01443,valid,normal LOGIN->VIEW->LOGOUT session
M1_01444,valid,normal LOGIN->VIEW->LOGOUT session
M1_01445,valid,normal LOGIN->VIEW->LOGOUT session
M1_01446,valid,normal LOGIN->VIEW->LOGOUT session
M1_01447,valid,normal LOGIN->VIEW->LOGOUT session
M1_01448,invalid,action after LOGOUT
M1_01449,valid,normal LOGIN->VIEW->LOGOUT session
M1_01450,valid,normal LOGIN->VIEW->LOGOUT session
M1_01451,invalid,action after LOGOUT
M1_01452,invalid,missing LOGIN
M1_01453,valid,normal LOGIN->VIEW->LOGOUT session
M1_01454,valid,normal LOGIN->VIEW->LOGOUT session
M1_01455,valid,normal LOGIN->VIEW->LOGOUT session
M1_01456,valid,normal LOGIN->VIEW->LOGOUT session
M1_01457,valid,normal LOGIN->VIEW->LOGOUT session
M1_01458,valid,normal LOGIN->VIEW->LOGOUT session
M1_01459,valid,normal LOGIN->VIEW->LOGOUT session
M1_01460,valid,normal LOGIN->VIEW->LOGOUT session
M1_01461,invalid,missing LOGOUT
M1_01462,valid,normal LOGIN->VIEW->LOGOUT session
M1_01463,valid,normal LOGIN->VIEW->LOGOUT session
M1_01464,valid,normal LOGIN->VIEW->LOGOUT session
M1_01465,valid,normal LOGIN->VIEW->LOGOUT session
M1_01466,valid,normal LOGIN->VIEW->LOGOUT session
M1_01467,invalid,missing LOGOUT
M1_01468,valid,normal LOGIN->VIEW->LOGOUT session
M1_01469,valid,normal LOGIN->VIEW->LOGOUT session
M1_01470,valid,normal LOGIN->VIEW->LOGOUT session
M1_01471,invalid,missing LOGOUT
M1_01472,valid,normal LOGIN->VIEW->LOGOUT session
M1_01473,valid,normal LOGIN->VIEW->LOGOUT session
M1_01474,valid,normal LOGIN->VIEW->LOGOUT session
M1_01475,valid,normal LOGIN->VIEW->LOGOUT session
M1_01476,invalid,action after LOGOUT
M1_01477,valid,normal LOGIN->VIEW->LOGOUT session
M1_01478,valid,normal LOGIN->VIEW->LOGOUT session
M1_01479,valid,normal LOGIN->VIEW->LOGOUT session
M1_01480,valid,normal LOGIN->VIEW->LOGOUT session
M1_01481,invalid,missing LOGIN
M1_01482,valid,normal LOGIN->VIEW->LOGOUT session
M1_01483,invalid,missing LOGOUT
M1_01484,valid,normal LOGIN->VIEW->LOGOUT session
M1_01485,valid,normal LOGIN->VIEW->LOGOUT session
M1_01486,invalid,missing LOGOUT
M1_01487,valid,normal LOGIN->VIEW->LOGOUT session
M1_01488,invalid,missing LOGIN
M1_01489,valid,normal LOGIN->VIEW->LOGOUT session
M1_01490,valid,normal LOGIN->VIEW->LOGOUT session
M1_01491,invalid,action after LOGOUT
M1_01492,valid,normal LOGIN->VIEW->LOGOUT session
M1_01493,valid,normal LOGIN->VIEW->LOGOUT session
M1_01494,valid,normal LOGIN->VIEW->LOGOUT session
M1_01495,valid,normal LOGIN->VIEW->LOGOUT session
M1_01496,invalid,missing LOGIN
M1_01497,valid,normal LOGIN->VIEW->LOGOUT session
M1_01498,invalid,action after LOGOUT
M1_01499,valid,normal LOGIN->VIEW->LOGOUT session
M1_01500,valid,normal LOGIN->VIEW->LOGOUT session
M1_01501,invalid,missing LOGIN
M1_01502,valid,normal LOGIN->VIEW->LOGOUT session
M1_01503,valid,normal LOGIN->VIEW->LOGOUT session
M1_01504,invalid,action after LOGOUT
M1_01505,valid,normal LOGIN->VIEW->LOGOUT session
M1_01506,valid,normal LOGIN->VIEW->LOGOUT session
M1_01507,valid,normal LOGIN->VIEW->LOGOUT session
M1_01508,invalid,missing LOGOUT
M1_01509,invalid,missing LOGIN
M1_01510,invalid,missing LOGIN
M1_01511,invalid,missing LOGIN
M1_01512,invalid,missing LOGOUT
M1_01513,valid,normal LOGIN->VIEW->LOGOUT session
M1_01514,valid,normal LOGIN->VIEW->LOGOUT session
M1_01515,invalid,action after LOGOUT
M1_01516,valid,normal LOGIN->VIEW->LOGOUT session
M1_01517,valid,normal LOGIN->VIEW->LOGOUT session
M1_01518,valid,normal LOGIN->VIEW->LOGOUT session
M1_01519,valid,normal LOGIN->VIEW->LOGOUT session
M1_01520,invalid,missing LOGIN
M1_01521,invalid,missing LOGOUT
M1_01522,valid,normal LOGIN->VIEW->LOGOUT session
M1_01523,valid,normal LOGIN->VIEW->LOGOUT session
M1_01524,valid,normal LOGIN->VIEW->LOGOUT session
M1_01525,valid,normal LOGIN->VIEW->LOGOUT session
M1_01526,invalid,missing LOGIN
M1_01527,valid,normal LOGIN->VIEW->LOGOUT session
M1_01528,valid,normal LOGIN->VIEW->LOGOUT session
M1_01529,valid,normal LOGIN->VIEW->LOGOUT session
M1_01530,valid,normal LOGIN->VIEW->LOGOUT session
M1_01531,valid,normal LOGIN->VIEW->LOGOUT session
M1_01532,valid,normal LOGIN->VIEW->LOGOUT session
M1_01533,valid,normal LOGIN->VIEW->LOGOUT session
M1_01534,valid,normal LOGIN->VIEW->LOGOUT session
M1_01535,invalid,missing LOGOUT
M1_01536,valid,normal LOGIN->VIEW->LOGOUT session
M1_01537,valid,normal LOGIN->VIEW->LOGOUT session
M1_01538,invalid,action after LOGOUT
M1_01539,valid,normal LOGIN->VIEW->LOGOUT session
M1_01540,valid,normal LOGIN->VIEW->LOGOUT session
M1_01541,invalid,missing LOGIN
M1_01542,invalid,action after LOGOUT
M1_01543,invalid,action after LOGOUT
M1_01544,invalid,action after LOGOUT
M1_01545,valid,normal LOGIN->VIEW->LOGOUT session
M1_01546,valid,normal LOGIN->VIEW->LOGOUT session
M1_01547,invalid,action after LOGOUT
M1_01548,invalid,action after LOGOUT
M1_01549,invalid,missing LOGOUT
M1_01550,valid,normal LOGIN->VIEW->LOGOUT session
M1_01551,valid,normal LOGIN->VIEW->LOGOUT session
M1_01552,valid,normal LOGIN->VIEW->LOGOUT session
M1_01553,valid,normal LOGIN->VIEW->LOGOUT session
M1_01554,valid,normal LOGIN->VIEW->LOGOUT session
M1_01555,invalid,missing LOGIN
M1_01556,valid,normal LOGIN->VIEW->LOGOUT session
M1_01557,invalid,missing LOGIN
M1_01558,invalid,action after LOGOUT
M1_01559,valid,normal LOGIN->VIEW->LOGOUT session
M1_01560,valid,normal LOGIN->VIEW->LOGOUT session
M1_01561,valid,normal LOGIN->VIEW->LOGOUT session
M1_01562,valid,normal LOGIN->VIEW->LOGOUT session
M1_01563,invalid,action after LOGOUT
M1_01564,valid,normal LOGIN->VIEW->LOGOUT session
M1_01565,valid,normal LOGIN->VIEW->LOGOUT session
M1_01566,invalid,missing LOGOUT
M1_01567,valid,normal LOGIN->VIEW->LOGOUT session
M1_01568,valid,normal LOGIN->VIEW->LOGOUT session
M1_01569,invalid,missing LOGIN
M1_01570,valid,normal LOGIN->VIEW->LOGOUT session
M1_01571,invalid,action after LOGOUT
M1_01572,invalid,missing LOGIN
M1_01573,valid,normal LOGIN->VIEW->LOGOUT session
M1_01574,valid,normal LOGIN->VIEW->LOGOUT session
M1_01575,valid,normal LOGIN->VIEW->LOGOUT session
M1_01576,invalid,missing LOGIN
M1_01577,invalid,missing LOGOUT
